"","Dim.1","Dim.2","Dim.3","Dim.4","Dim.5","Dim.6","Dim.7","Dim.8","Dim.9","Dim.10","Dim.11","Dim.12","Dim.13","Dim.14","Dim.15","Dim.16","Dim.17","Dim.18","Dim.19"
"QDDryME2",19.7064047343883,-2.13593452353774,0.550200098262147,-1.39821330110506,-0.757462873533957,-0.688790924456768,0.671434023205521,-3.19249619911157,-1.80204750780512,1.46404421562591,-1.87349277812004,-1.31698127435857,-0.842159283016586,-0.222660853770187,0.217758393913058,-0.567153857154048,0.320308758368471,-0.00549731120819818,-0.00678198523119976
"QDDryME3",7.68861088490737,-2.30891565946905,1.0018549178915,0.264909565512692,-2.01799818305946,-1.00415674875244,-0.828413439090124,-0.329986842761176,-0.269911531698813,-1.98204069058628,0.300770776095775,2.08484652476825,-1.83903411502297,0.481731108428616,0.540052384244147,0.561248296058178,-1.03890312186956,-0.196326213865964,0.0829675082459308
"QDDryME4",14.5406844501052,-3.54147520154899,-1.71745064106131,1.70308137708735,1.79432908787482,1.10616966987181,-0.0330788376952146,2.86161826011075,0.491714210330145,1.21271638605626,2.17120609772351,0.239471705930104,0.193953441882648,-0.00137470083622054,-0.633494332468148,0.0416053524284347,-0.416647139923059,0.0202954775420768,-0.0839794219009209
"QDDryME5",7.56750729058346,-1.49349986034251,0.489526243642975,-0.431049794577611,0.101703535611222,0.309342981953874,-2.6378088090443,0.715899905047633,1.4282770731063,-0.546049939749256,0.677805661071314,-0.190419618005247,0.528029576033267,-1.11598711205408,-0.998283152372744,0.635465169296309,0.962713778377119,0.216089517252317,0.0758772035553794
"QDDryMP1",-0.301364801030156,-0.861010570918467,0.543000230226317,2.26263255529455,-2.35594206787752,-0.523929753424085,0.857966181413109,-0.0771413565322737,0.0953172237119079,-0.28550664960946,0.480625952766937,-0.137647047832332,-0.233730901272516,-0.149161621792803,-0.242113156460507,0.196982692637643,-0.0274529679629501,0.0887525212873078,-0.0417315749447874
"QDDryMP2",-0.0417830175484047,-1.00983032910062,1.00523219538593,2.12098140813747,-2.0996411284909,-0.0255850626513881,0.532593163606173,-0.122156613082017,0.175433955475508,-0.0327002371509314,0.383414968075482,0.0307631325063201,-0.0549411037615212,0.170758446415598,-0.10540420046187,-0.0453885686153815,0.33973067891467,-0.0793251519009235,0.0379243889852191
"QDDryMP3",-0.29678460514516,-0.919157038816204,0.285980280759805,2.58699365711628,-2.24452330430009,-0.572896128807503,0.621763460527921,0.260360599768688,0.0833954093586292,0.308559084037029,0.162602580042194,-0.574812742692302,-0.119047353074973,-0.187357275857657,0.0549010849404159,0.00205617965802687,-0.0315434373674963,-0.0649813382050725,-0.0312336867852439
"QDDryMP4",0.38579213227595,-1.08409218065106,0.976297066472343,2.51349666002231,-2.59884751754272,-0.501031316097651,0.560870466102092,-0.145340687462836,0.420995701258397,-0.30501930283688,0.618620353788399,0.0363265092591098,0.808798886858702,0.694846236475587,0.219480501774326,-0.765407419999196,0.491031689074268,-0.0256858566937554,0.0234807197420201
"QDDryMP5",-0.519791495953022,-0.553746807688312,0.157715128258845,0.590985311984554,-0.240518214250421,0.184456500224457,-0.508527749433206,1.13440770340919,-1.38575192001576,0.0459620605363336,-0.120040837424718,0.0213665718460676,-0.184099513358276,-0.155366532121753,-0.139050954017814,-0.113135685953815,0.277287833355481,-0.246165494632514,0.07024215842819
"QDDryMR1",-0.330090510596101,-0.655412128033268,0.258678587222228,0.454057025735036,-0.198721564141021,0.251922024410312,-0.502186632792148,1.11165441578497,-1.74179564007878,-0.110048025909477,0.128093243650336,0.133943098463215,-0.436597856350557,-0.148339296243482,-0.165022729226268,-0.282286264638469,0.25531958872401,0.0642171667556569,0.051682444931542
"QDDryMR2",-0.62698688989114,-0.738449833161738,0.209818782722865,0.115505760683776,-0.200806962618287,0.143144485384164,-0.31507535019172,0.764508763185117,-1.26837972315841,-0.369087263169502,0.0669376150926853,0.416953937588162,-0.363270268723579,-0.160787822260887,-0.280002382222325,-0.0661633544286068,0.16722161859379,0.124474960312159,-0.0261913649616386
"QDDryMR3",-0.83419001971443,-1.10718023344657,4.82442045046726,1.64980721427529,1.02604351440676,5.11570439390959,-1.50427960909037,-0.697542345746271,0.0816265640674733,0.463582491376225,-0.447120984995445,-0.269263051405732,0.0613963249570261,0.278467533618357,0.228999790287027,0.121377484312681,-0.00432114660141291,-0.0890474427346543,0.0457440126508498
"QDDryMR4",-0.171941478211967,-1.12844885091345,0.863357453584176,2.84614710794188,-3.30744323119865,-0.770115784010017,1.36483038496362,-0.929356395667596,0.977650636453038,-0.318231598528585,0.502611057311846,-0.301183215665733,0.169501090594826,0.0271548076981215,-0.0559307347762176,-0.0393486079415486,-0.0138401628318991,0.193543358150699,-0.037682376541448
"QDDryMR5",-0.29991225823801,-1.23547948016706,2.07680915004057,2.47602848688789,-2.38539215154606,0.729545432170732,0.863193788850977,-1.05668721447247,0.450888616607615,-0.0653258215482933,0.299378464730869,-0.0890312500800505,-0.285590417817184,-0.202816338581367,-0.173631375392588,0.202899741105935,0.0418196283175561,0.187575952045883,-0.0293181962208842
"QDDryWWTP1",-0.181098057664624,-0.221411324708264,0.21782913339024,-0.43673606094094,-0.018665335523235,0.121342717907802,-0.124937702254404,0.105350534497137,-0.0978158442867217,-0.947433766311311,-0.464255967560937,0.44955223632254,-0.710969623884132,-0.177996378724945,-0.0973937097106432,0.0561762061163556,0.304600227546523,0.0848022934041925,-0.0953617081780851
"QDDryWWTP2",0.944983840394301,-1.11824991648498,-0.19833127085719,-0.936934463008002,0.805667362301247,1.56253657499548,4.38807110554119,0.897609775839288,-0.58664663815211,-1.20771024539122,-0.370524427351889,0.72227974583735,0.223119919928595,-0.177123369270421,0.216242912008511,0.668306335589052,0.571200162755051,0.00204420759844931,-0.0738195711458918
"QDDryWWTP3",-0.154302544670754,-0.36984645952785,0.20827346678853,-0.561997429736101,-0.344767065260575,-0.126251592384132,0.161894840383611,-0.190432613457407,-0.322235819834343,-1.0736596469965,0.111639197536042,0.344300529342516,-0.886738581132708,-0.113822801478197,-0.417659510651176,-0.0356206505665979,0.205270975095896,0.0686159888776027,-0.0285813824381836
"QDDryWWTP4",0.0995577630548627,-0.946681805015061,0.246934098962352,-0.838510331000794,0.215492050695127,1.02555338366441,2.40226874514296,0.108860448045548,-0.420391241098098,-0.551636796404404,0.128534838181588,0.148516465436627,0.0590975492633575,0.0145708523111376,-0.0818013955284875,0.201604599898407,0.21099161826836,-0.124826178711038,-0.00521581492155668
"QDDryWWTP5",0.506429029370217,-1.24489719493219,-0.0339822223043869,-0.921409857528175,0.410830388345994,1.15989770626745,3.42552352098086,0.491139416800462,-0.795649317742167,-0.352489925469651,0.108057035787972,0.0826418798568096,0.276445525976568,-0.00311891174350136,0.0274260294021145,0.13518939270173,0.160148030636502,-0.113541316722009,0.0477866221133777
"QDWetMB1",-0.808781357137454,0.168692756817258,-0.291161214855261,0.1889953731954,0.0652594158916518,-0.0938119912323079,-0.340727491603792,0.80395104410652,-0.0129954687818937,-0.527969538656651,-0.705987732292241,-0.165966237134071,-0.0165538203097072,-0.0768873768010991,0.0786966023748749,0.052233415701187,0.0408062164306486,0.0589539293701965,0.0384270598575499
"QDWetMB2",-0.515612105370563,-0.304177347771175,-0.454722053063833,2.17209779659592,-0.75426551820956,-0.191638418190983,-0.449124849396551,1.72282227968187,-0.40351690284073,0.320340696470375,-0.229367696260856,-0.749237888981091,0.131404232981039,0.0951085129017404,0.300128109667511,0.0221514233355759,-0.06147262120276,-0.152316366791326,0.0114568235488097
"QDWetMB3",-0.591765189000073,0.318629016627764,-0.920816482815233,1.06139556073678,0.757342254283694,-0.0889653975502737,-0.392915010529227,-0.310697062735348,-0.520252298250873,0.188732547178028,0.143838449218589,0.470526921754899,0.377755961212681,0.141618546135698,0.118016573732001,-0.0503823568731511,0.101396060152453,-0.0313338689939346,0.0212794049610334
"QDWetMB4",-1.00582874832821,-0.3294457072086,-0.185579580468331,-0.547159988209495,-0.136880393043557,-0.153704101058117,-0.253392786580664,0.170487774395658,0.340380875601736,-0.0457746521614983,0.0358184232021543,0.00973396204372208,0.281128993332363,0.241242071833944,0.215718560786015,-0.19029921732409,0.133662304258751,-0.043534144897521,0.0156162931290599
"QDWetMB5",-1.03520398162362,0.076486801685994,-0.182186239422411,-0.0475863110538688,-0.522835247568005,-0.391353767923533,0.201820347509944,-0.238281093199494,1.06854831612755,-0.695923420358666,-0.827241612970821,-0.11464156170309,0.29284165615211,-0.0743767308903033,0.0922659420952071,0.00821896565069356,0.168276998043156,-0.0869212766423487,0.0285589924958001
"QDWetMC1",0.619085931930416,0.24898922532458,-1.79180002021425,2.88696692332381,1.46911974403031,0.0386081444359839,-1.07388145782825,0.940072785576645,-0.776878633796775,0.88983138913611,-0.324594646248562,0.43104089028262,-0.302302814262028,0.155824547880782,0.37424984404979,0.0157020767370597,0.217768722471089,0.0333536919806189,-0.0262843010994225
"QDWetMC2",0.475099696886256,0.617984874313474,-1.3212365794393,1.53250917274806,1.07221113607658,-0.100950316514046,-0.621777467939466,0.411249490167677,0.334097852559301,-0.236934081769058,-0.732110978037138,0.252725096921598,-0.543878098895151,0.360495218038245,0.415953727352467,0.00346213445518234,0.209356980513763,0.300078051180201,0.0248330281862269
"QDWetMC3",0.402728943090279,0.534366879458245,-1.40469229575844,1.8158560518647,1.27399604381807,-0.00287152217511751,-0.732689413336093,0.335257850247071,-0.221339627056607,-0.00187553640338081,-0.330731825678555,0.477947556328809,-0.172484190164232,0.075332804128523,0.126560319989669,-0.0877715255823777,0.200213575695452,0.134561823715054,0.00824411569403201
"QDWetMC4",-0.187222432184475,0.136960195771539,-0.532536645881156,-0.0340836340642308,0.207684468964172,-0.159300851361762,-0.379217653703109,0.662565695781614,1.01544488104335,-0.574751099220658,-0.766892511351076,-0.00196141222592576,-0.349447681656274,0.200327275399892,0.33704073631365,-0.0672378054468579,0.188156539083113,0.221096427901584,0.00975497215474244
"QDWetMC5",0.00348418111669579,0.549156457671235,-1.02815626381513,1.29093131310468,0.856542957957717,-0.0145103762260752,-0.496720194074675,0.0250420232044672,0.585659044911995,-0.261992713434758,-0.741495774835217,0.40308714107952,0.0729454498788242,0.151400165328445,0.345305790735256,-0.0660129426331935,0.308755338576332,0.0266675304215912,0.00770426930355578
"QDWetME1",1.02757381242679,-0.0717679083375827,-0.393935559946866,-0.405929372202641,0.407854932600198,0.0177169324699447,-0.404732687838918,0.260839342709699,1.94863481164227,-0.707172171675895,-0.512230442391368,-0.0809398965071078,-0.42853588903313,-0.544127619745417,-0.764479116156188,-0.963666317451248,-0.24203451849791,-0.262410048589209,-0.00978667905959677
"QDWetME2",3.24609361683554,-0.171594837324806,-2.15663112506608,0.670316519854643,2.45438401511991,0.767618253065297,2.18347044029082,-0.0779523988633804,1.88839258449345,0.208150403688774,-0.390179454347951,0.119921403689845,-0.370871854139604,-0.0355655096951544,-0.457432037016535,-0.629213801161103,-0.502904434663873,0.167541290812151,0.0442153964512889
"QDWetME3",1.86618641420195,-0.266811665426693,-1.16316197574579,-0.349319219551573,1.12138078711614,0.648154321896535,1.64421627347962,1.18348707653893,2.08795745895611,-0.394783826576958,-0.484055092830814,-0.499897865230217,-0.648343710618974,0.105360957827425,-0.0158190798966479,-0.396584697530626,0.0639264199183372,-0.331583474946303,0.0556987892148639
"QDWetME5",0.791862510305681,0.68317121032921,-1.9437010130597,1.36667383302283,1.96927659596515,-0.186371734794459,-0.2808860139402,-1.85634030139194,0.942083138137451,0.296033334916174,0.0851535077220624,1.14403743625163,-0.424449601652385,0.108571642121936,-0.169977800413169,-0.128893070495768,0.176230152158562,-0.130272917666258,-0.0299401711342711
"QDWetMP1",-1.06113109250556,-0.0590964795778489,-0.118984268836745,0.0244080346900861,-0.345904827230734,-0.185281942093547,-0.101392901080678,0.302844611543261,-0.137990955921606,0.0175591221422064,-0.554729845574444,-0.344423724501333,0.0916358034867841,-0.312664377750469,0.0799013254628716,-0.064902223558311,-0.0891173609008398,-0.0158485374471967,0.0575378218745013
"QDWetMP2",-0.690320407470384,-0.195984510289374,-0.129887481582095,2.16697250576452,-1.91230463306558,-0.698518504614861,0.652248746046649,0.0938975183240214,1.07209639309082,-0.00780966903917711,-0.460777918209702,-0.796233487266657,0.17163819275695,-0.316336851364324,0.143020686536086,0.229631657316375,-0.21411263894294,-0.0739988651770506,-0.0293546659988552
"QDWetMP3",-1.31825171884387,-0.223654322294098,-0.0517576641213174,-0.38914283834263,-0.238055071057447,-0.155149938897131,-0.0771029742918469,0.0881673675343289,-0.178064789205153,-0.111455609592742,-0.475580975058405,-0.121944308853952,0.213475328899692,-0.308311090341383,-0.0973049437396453,-0.01668555895136,-0.174936291574879,-0.0341976782107832,0.00683919277221595
"QDWetMP4",-0.86619124072282,0.337331888067041,-0.706445917953777,0.344074865711114,0.461357389769384,-0.230577404938914,-0.0682407547488133,-0.875883446252756,-0.0145448372152996,0.0271655375071838,-0.531630890213937,0.219872988495404,0.295236998915723,-0.067419703059016,-0.0409742732011625,0.0405538952466751,0.023406134320436,-0.00423874613829351,0.0653117999222321
"QDWetMP5",-0.557844907641576,0.0652926383642305,-0.849577792566912,1.81173272928748,-0.0625009807928439,-0.348834893850116,-0.0167307675870997,-0.235083295734345,0.0427495489855747,0.258781015668724,-0.49853258209444,0.0367417190518805,0.0799397324750534,-0.105458804250582,0.137568593124972,0.260162488339287,-0.0724555383731231,0.0755367546116833,-0.0151642202219111
"QDWetMR1",-0.970630482972832,0.0155266907138915,-0.557322271550597,0.466927562786957,0.471574925698289,-0.0776120123522532,-0.14048712443335,-0.787166654051455,-0.415942473296681,0.0655541020667155,-0.180562894933225,0.260645207311027,0.33670950984987,-0.0806110597504078,-0.199546181190243,0.0335940839737696,-0.0665548235619957,0.0712566059857521,0.0446513844810373
"QDWetMR2",-1.22500026548542,0.176522111722431,-0.0804077677825007,-0.639507526033243,-0.178113131443361,-0.159796757281236,0.0769467568534238,-0.151093531176088,0.495776303466344,-0.467777376136183,-0.350902144601869,-0.0543461866756509,0.0785542906105994,-0.447581373815313,0.000351254407782373,0.109096881253757,0.0245994978189257,0.00415824671990101,0.0057118236496432
"QDWetMR3",-0.752746663954923,0.167543388225185,-0.369453329520018,0.412952062119192,0.089269586070835,-0.0445100249860473,-0.406859893410817,1.02551227386852,-0.11561956455038,-0.460682011333577,-0.720985720504378,-0.218186654308692,-0.140638863456155,-0.110591482595305,0.11499136878356,0.122704047800332,-0.108730628154392,0.200367702082224,0.0192776731918632
"QDWetMR4",-0.904850645450774,0.668801019987827,-0.899758694614308,0.620191462405562,0.612054993178958,-0.285515240711509,0.157756094144215,-1.54072939751254,0.376320742444282,-0.221228193336522,-0.223572059986272,0.485660773514359,0.485601398798095,-0.172127807602345,-0.0726365282639702,0.116586407755537,-0.0638833338477549,0.105878166884055,0.0307963881643698
"QDWetMR5",-1.19817448567853,0.3818902742266,-0.712874793912789,0.133542527123511,0.696100730628886,-0.141256926417405,0.0294929383090551,-1.36455315047249,-0.275682113005521,0.0519774315145149,0.132779310175443,0.451804856972696,0.419364624237114,-0.168004162335261,-0.179161937165307,0.0385695313993906,-0.075012905522616,-0.0808885365547631,0.0491776178784941
"QDWetWWTP2",0.172741765192718,0.343927947867881,-1.17895766334985,3.94353199029331,-0.32903673509562,-0.411925221650396,0.067539463748625,-0.642844565790169,-0.357810615219116,0.976988798061548,0.151553637791421,0.0352855796979527,0.475693458129663,0.152448587352903,-0.122984612339213,0.227197244602125,-0.0419542004007838,-0.216381721094875,0.045295389072187
"QDWetWWTP3",-0.696168766621604,0.108517440252333,-0.324039278675842,0.459639982840068,-0.0468650560055894,-0.0431653554309437,-0.507513735553231,1.15376230985815,-0.445836099235325,0.183559389837281,-0.697044024423541,-0.385498068049128,-0.0484423713880901,-0.0906110362788598,0.0608815636897047,0.0769315784473787,-0.0388888622321931,-0.130073176014378,0.0650701227749114
"QDWetWWTP5",-1.17717052843496,-0.323005191520017,-0.00723755089427208,-0.370015954862584,-0.3312131409018,-0.158271314837005,-0.0233074875689397,0.0684419528318117,-0.172975097453003,-0.0891037486446707,-0.195501170220229,-0.0467312989580002,0.00559568364550496,-0.148275629201022,-0.177955985964184,0.106794055159284,-0.128652442492872,0.0361989937895922,0.0160580190742985
