"","Dim.1","Dim.2","Dim.3","Dim.4","Dim.5","Dim.6","Dim.7","Dim.8","Dim.9","Dim.10","Dim.11","Dim.12","Dim.13","Dim.14","Dim.15","Dim.16","Dim.17","Dim.18","Dim.19"
"HKWetMB5",-1.13714838850967,-0.350490287278145,-0.00788367253477048,-0.13623963578924,-0.244434688140819,-0.0313458139864763,-0.228094359322072,0.357005290648883,-0.254507595536787,0.255443621758304,-0.0983949381171856,-0.161091946322121,0.136891105685135,-0.201406080342132,0.148554131650228,-0.0918746790653703,-0.182961853567802,0.0409806979047379,-0.0201814765215872
"HKWetMCLM1",-0.986949568908481,-0.435840460265393,-0.263303744266368,0.158422793708467,-0.0126088008038111,-0.00822024224728319,-0.539541226678907,0.99450743731846,-0.644115742214583,0.392723677139991,-0.123515123977714,-0.231905210075043,0.0661292052213937,-0.0414456527383888,0.142527322610143,-0.0682613862259095,-0.0711901387431571,-0.0712651652809947,-0.0230033729232478
"HKWetMCLM2",-1.17561968427749,-0.229903978030972,-0.14819179369768,-0.449854765122444,-0.0796905378084786,-0.108092960295333,-0.218842126316958,0.234675887188516,-0.0830763893257024,-0.021634801303194,-0.256985640157673,-0.17238338688735,0.119289386037349,-0.0960707944222139,0.0445437525908585,-0.0512193976642263,-0.0417944694572468,-0.0394232549168586,-0.00135824922882994
"HKWetMCLM3",-0.987666634936282,-0.196969891002472,-0.283646620939224,-0.175161834921441,0.0992300755115903,-0.0622439599716727,-0.334066496385096,0.585504860924959,-0.0296645124822487,-0.271372427905179,-0.476402263523661,-0.0537902499229971,-0.0589110745502912,-0.0534451137115036,0.00782144210844389,0.0670709113137297,-0.0527452329660831,0.0356057182126516,-0.0370505321741668
"HKWetMCLM4",-1.15538011345392,-0.203482194816532,-0.130459397309787,-0.334554709914221,-0.0676222165818736,-0.0901948538926967,-0.242955643185918,0.39092668110215,-0.154467634487887,-0.0115638874341127,-0.0961094412159,-0.121382908633802,0.0938546088506635,-0.128322932078462,0.0782105973435582,-0.0107265448977247,-0.102854345763927,-0.0176427260069108,-0.0365123506322693
"HKWetMCLM5",-1.15112555816762,-0.179077506777297,-0.122727891384975,-0.618464633596343,-0.00817661329320919,-0.0848305033011053,-0.189838131387229,0.164834730460068,-0.0428902477575459,-0.114125661314026,-0.147734819983606,-0.119253402299267,-0.000868748532361876,-0.0925652396146953,-0.00495975391602371,-0.00242400360924273,-0.152934081385815,0.0573165951424852,-0.0218627002437261
"HKWetMCSK2",-1.52686055980866,-0.322915770385813,-0.0721778725056525,-0.425867187423748,-0.131255639350284,-0.0639803645867405,-0.186222965777277,0.242197338731451,-0.364487759031278,0.0555826401973523,-0.0814653816979723,-0.179080670707687,0.313312346410798,-0.280913344908553,-0.0881721942032257,-0.0630341479714847,-0.206379501179813,-0.166084313751481,0.00356100472898215
"HKWetMCSK3",-1.37174288348403,0.0263474624885785,-0.634074787437311,0.0838955315153005,0.676409991012427,-0.0702530864708347,-0.162316378830009,-0.813116499382714,-0.596551060785208,0.13554594316375,-0.0167959365052955,0.358730064154976,0.434340238472943,-0.194558490936468,-0.251280450864062,0.0467719306277063,-0.19324700760833,-0.0908559936139032,0.0143589038290142
"HKWetMCSK4",-1.53490653253605,-0.195687581902376,0.0420550142919334,-0.802038258715996,-0.0752202508384203,-0.0379058077026059,-0.00248370720319971,-0.285838636610252,0.151003416035721,-0.297624186276728,-0.40633317407675,-0.105318114004206,0.183167059456374,-0.286068468226858,-0.14797823030758,0.0291993073578683,-0.0656048144967419,-0.118732317398564,0.0258236159198276
"HKWetMCSK5",-1.38591118391448,-0.151575117744195,-0.201688892795652,-0.353404677062169,0.0569651238541746,-0.039369748639229,-0.252363709978593,0.426558670102233,-0.137790265005819,-0.180075058167094,-0.435680860844467,-0.0557541629838929,0.166582109788549,-0.318472278952231,-0.0172830123217927,0.041194712816807,-0.0260872846656443,-0.17981618511127,-0.0134844067435262
"HKWetME1",-0.997633167759985,0.12251615206838,-0.798173110019625,0.745064522703256,0.670175680624278,-0.0950231340515392,-0.310157683085539,-0.272800674825935,-0.411048794830335,-0.0488602054513288,-0.274469059723885,0.268162888472198,0.370545033422282,-0.131560263325438,-0.157575887093414,0.161319653741962,-0.015251018232641,-0.0856991627085453,-0.0439482625971767
"HKWetME2",-1.03241034142977,0.361250355807443,-1.04770356876299,0.901123288909187,0.974424283752599,-0.113919004929632,-0.192535028534954,-1.10071481927709,-0.509502694355918,0.242723353982364,-0.00576437019527574,0.522377810179531,0.535068127556574,-0.147285569076896,-0.181886053279647,0.120568895674657,-0.0950867222762873,-0.0724977121304228,0.00300266375271192
"HKWetME3",-1.14889474595739,-0.225878230221457,-0.202326690535244,0.0218620142131596,-0.153912355399203,-0.112883929967897,-0.244293865010107,0.483542915248584,-0.139271049586241,-0.202416425410534,-0.385460636455224,-0.236604173294048,0.21015166003152,-0.144484134883775,-0.10428343370185,0.0683119076525271,-0.121916738238914,-0.0220520003183679,-0.0345022920573767
"HKWetME4",-1.40596241355074,-0.150305649300107,0.018626315755229,-0.783195795543595,-0.241131008684945,-0.174864630162807,0.0588763406015951,-0.271021913963329,0.136257071466143,-0.321838140110179,-0.259054946136624,-0.00368776921417671,0.254862643862134,-0.261028449266162,-0.0936319239468393,-0.0485405911214448,-0.165542765460815,0.0119891116619726,-0.010267639156278
"HKWetME5",-1.14719231470557,0.12107649970253,-0.579107201988448,0.32243806891648,0.218742759089482,-0.268191818466397,0.129909321110706,-1.18823102859753,0.0220707475174617,0.0360585569725236,-0.0493056630894678,0.262659795821335,0.48147967516698,-0.206960362885358,-0.16527219572407,0.051014394493178,-0.130056452278268,0.0116826574216904,0.00426165546578038
"HKWetMP1",-0.777725174113959,-0.185487621736271,-0.286721666922182,-0.285444907880176,0.0450388667128921,-0.123756316422974,-0.284666601982952,0.446267867178893,0.226486148437714,-0.126369015991799,-0.546255296798356,-0.023966449038332,-0.172424485781603,-0.0332472484801026,0.110409846020278,-0.0224336551256051,-0.041403144470078,0.0937895424820411,-0.0278681789320254
"HKWetMP2",-0.662695342991573,-0.290750308172783,-0.284590406773603,-0.217114121880765,0.104719469326411,-0.0762867331117082,-0.441133920646007,0.702393869299834,-0.0781360553979435,0.139780183729458,-0.39457477061408,-0.0247460106233628,-0.152287527920752,0.0106195385402174,0.141749894653895,-0.169217084070274,-0.248321272288476,0.200641549723948,-0.0174415307457336
"HKWetMP3",-0.139109019418203,-0.707532897465317,-0.480338285398854,-0.698735305649128,0.54715124670055,0.66111645748053,1.77548176755053,0.90247033009705,-0.32831512901702,0.386270173736315,-0.115579357193703,-0.383731528027817,0.47934766739782,0.300759481765405,0.326163641287148,-0.0283858128346121,-0.469867432320097,0.316032856763051,0.0575218050899341
"HKWetMP4",-0.892189973341277,-0.406389289801184,-0.167922566574135,-0.846059841616992,0.0572887027494762,-0.109687737651324,-0.235570082005616,0.0625346652507212,0.200391526888439,0.0467636285627226,0.0359365961006277,-0.0508134471428778,-0.180884089273426,0.20192853997481,-0.00860232726444078,-0.0977375013282162,-0.160662466562116,0.137155353909138,0.00309559429094263
"HKWetMP5",0.268555291615723,-0.425061961058769,-1.17470467306011,0.450663702100853,1.37740481830109,0.757301380515703,1.61993065685096,0.407820561946334,-0.949201098671834,0.750814725803052,0.20972693110958,-0.0333767962726414,0.44501653811975,0.358797898896352,0.239958343281632,0.107350210302478,-0.136292003479581,0.120120018075539,0.080425481078943
"HKWetMR1",-1.11194952567837,-0.101449358449437,-0.031441206466916,-0.408655528460262,-0.0491367683802568,-0.00186198166503023,-0.12282961061244,0.0089222792050653,0.444034069539555,-0.138073803820257,-0.393502638913697,-0.202151021872722,-0.010364028028565,-0.122533226270171,0.102258328386271,0.0197210386966868,-0.323705643720684,0.196374668648939,-0.0105082125858406
"HKWetMR2",-1.05365674940188,-0.450275577602327,-0.0708378156141434,-0.00788992365723587,0.0207415441089813,0.041854628512511,-0.493717495166889,0.769484657235862,-0.725042102741844,0.249481626005377,-0.202624596634009,-0.212373523833475,0.133265441375241,-0.0664548638861498,0.0476479103515327,-0.0865922976236685,-0.191960877832294,0.0308938283518029,-0.0480413944805334
"HKWetMR3",-1.1028463218874,-0.235480908088917,-0.139538871725952,-0.441262003496783,-0.0371990786542698,-0.101669938433638,-0.225589184063373,0.256501935769594,-0.177706609175747,-0.111019874011888,-0.296255920117314,-0.173241238604991,0.00606023791954561,-0.0811671776545507,0.00143198496746357,-0.00303507287874895,-0.15489605999524,0.127921950872882,-0.0123245177932562
"HKWetMR4",-1.39096290386566,-0.10954515061925,-0.0544595324184215,-0.77061181566576,-0.117638702992275,-0.129228542539904,-0.0664134946545272,-0.0667695808153864,0.0678378732885038,-0.0794758522148706,-0.304936102625756,-0.048910975621965,0.202034905266131,-0.312215610157088,-0.00132724097579044,0.0195992337678957,-0.145278788583118,-0.0911562741275198,-0.0743066115078634
"HKWetWWTP1",1.15609775246566,3.10024643768469,0.00173582287538612,-0.258403489710483,-0.398468557691844,-0.328319133055055,0.130040838115017,-0.389989852336444,0.4260815943144,1.32810837789995,-0.8529604736786,1.16416895859425,0.113546218473554,0.232771415585183,-0.145085089560744,0.250699262843834,-0.000602229408080078,0.197386376525679,-0.0254688496841024
"HKWetWWTP2",1.99782103369081,4.74767864971428,0.92538021385491,-1.03794720749534,-1.82262083451507,-0.303284960613748,0.341984053346395,1.0120590394067,1.37965454675818,1.99268355459235,-0.78562713319421,1.44953799320814,-0.0449506044898544,0.206503958337925,0.0773750219343878,0.458426509898281,0.508247172167185,-0.219517903509105,0.0212923487296008
"HKWetWWTP3",2.00465522443286,4.12993925802098,0.819123701277725,-1.19496394650107,-1.09273029452586,-0.228123527596609,-0.239049572049552,0.650168582213681,-0.37979482559126,0.298056334724873,-1.39204451578972,-0.407076509768062,0.304471217394089,2.02480240026879,-1.67842152646488,0.558565678909685,-0.183379076482004,-0.0665734648830516,-0.0833463627548589
"HKWetWWTP4",4.52831829917401,11.2560203575582,2.69510337594308,-1.84554136780987,-2.62495678177418,0.245547399117,0.707833198487857,1.56848527594572,-0.106073210052283,1.07171601318681,0.604567556609661,0.862481235974569,0.372734125387314,-0.899469343413362,0.209160020325975,-0.526437866881519,-0.292038351141896,0.168386669169212,0.0827290370495763
"QDDryMB1",-0.776670038515419,-0.488481349070578,0.326228128712935,-0.101615444661222,-0.400084245955828,0.0902945280953901,-0.0311249497181897,0.194056014430692,-0.791487350679694,-0.44460659744589,0.166910022464247,0.162355270728933,-0.361346821861735,-0.236196679841293,-0.268223675501033,-0.0108093668823319,0.202710078443735,-0.016926686497137,0.00170792457900993
"QDDryMB2",-0.88854606934008,-0.615425718015048,0.232940153785549,-0.234434361214894,-0.21829043406027,0.107850386644176,-0.19163454982195,0.414602099262653,-1.03583252873643,-0.251256428422186,0.197049263922971,0.255376809227754,-0.278145124973254,-0.251974347337511,-0.251647938780112,-0.0658684241566349,0.113496492028776,0.00230127064477231,-0.0120097500835981
"QDDryMB3",-1.00099681763005,-0.42801730721995,0.226050996152128,-0.564269602254523,-0.308036624083601,-0.0115275633283951,-0.0276796818199217,0.0795943380608317,-0.890461280520945,-0.390345142181489,0.506321103865033,0.043538163407501,-0.228951535610696,-0.0642798028241474,-0.503722143714049,-0.022921592865733,-0.074791846876631,-0.0323475583887228,0.0545766819784539
"QDDryMB4",-1.22149620907937,-0.613405905125503,0.396755951215112,-0.573235908323916,-0.309377755247556,0.10990412619902,-0.0089278704471229,-0.143085696124859,-0.684000723608822,-0.319968879576366,0.0832786553355086,0.219902256881266,-0.0319988544021478,-0.256339217672438,-0.372064949918745,-0.0234492049544681,0.00502984272742042,-0.0361301106203266,0.00779747784023841
"QDDryMB5",-1.14487914501306,-0.540313499914603,0.32775605912816,-0.702326075390825,-0.248688790792031,0.0432648811744476,0.0134646398585433,-0.159812858496286,-0.73377813685624,-0.550011721799968,0.0647183169928222,0.248565039707293,-0.132415452087011,-0.223278140472629,-0.422020830487151,-0.0256634259606029,0.060123170402537,0.0392317902457114,0.0220663153497585
"QDDryMC1",0.25072147178616,-0.543863644476022,0.726103302142592,-0.709634020272723,-0.30235567403465,0.275163916854678,-0.495014226380383,-0.0903952894088756,-0.0898052951105211,-1.15941640084329,0.18986010497197,0.96132439406457,0.897041285926446,0.822799290926299,0.102776696099295,-1.25111796374685,0.388258762012955,0.0600685348721967,-0.0747144217582511
"QDDryMC2",-0.66538597270866,-0.383038942144374,5.07030931427074,0.683236488515861,1.19041334701223,4.00663281827644,-0.851489177232503,-1.26604686467622,0.842220179441515,0.094336129550137,-0.376529226636662,0.101463488807606,0.0171760586402644,-0.000741065328110073,0.143091637802762,0.0735642082128025,-0.325968878597331,0.0360962199388806,-0.0299869070359879
"QDDryMC3",-0.19863198402353,-0.854260969261235,8.3197743647244,1.35568483599872,5.46545638175402,-5.09400570828596,1.15522912052932,0.766641087923898,0.193764289846194,0.196741077376814,0.109828442952005,-0.0992809291615078,0.0768319507808145,0.00889586396545315,-0.0167214345005691,0.0672515381677278,0.0466324826004061,0.000656156407056557,0.00668981465959193
"QDDryMC4",-0.30154255212422,-0.704533378831327,1.36883070035471,0.0406462216046513,0.415160392252622,0.491521540783717,-0.361558061326664,0.283760802586533,-0.426832260217161,0.0411771549640083,0.133690859760446,0.208230046005861,-0.408139471422066,-0.172608433797199,-0.0878042440586925,-0.358352355710794,-0.222361003972014,-0.102754453034647,-0.0697561119175122
"QDDryMC5",0.0395813160411378,-0.76514635261511,0.580826080460682,-0.465166277616257,-0.285551155346455,-0.0872342489217891,-0.444041663015979,0.263587021797665,-0.53843329638859,-0.744695786122487,0.487913656773258,0.797427069025,0.68449166832736,0.603112634977235,0.0574555556045458,-0.937384770313418,0.166523180283201,0.00155710683261836,0.015978594041368
"QDDryME1",11.9085155286497,-2.34979666180975,-0.00861715900560284,-2.07720139052823,-0.329088709108642,-0.632966699163329,-1.37358425490675,0.0890406942967649,0.523923356458488,-1.72989543509192,-0.0382395349150016,-0.061285155007646,2.36913429873357,0.254094070285236,0.912904630855537,0.552561993646711,-0.184630927713401,-0.0640571925791811,-0.00497657106687591
